E	I
4.0	81.2325
4.2	71.295
4.4	65.4975
4.6	61.1675
4.8	59.685
5.0	58.165
5.2	58.365
5.4	60.6625
5.6	64.0725
5.8	71.625
6.0	82.3225
6.2	89.415
6.4	85.66
6.6	102.9025
6.8	79.94
7.0	97.7775
7.2	95.5475
7.4	112.1825
7.6	105.4725
7.8	87.21
8.0	67.2825
8.2	88.9
8.4	84.47
8.6	78.51
8.8	72.5775
9.0	68.78
9.2	64.755
9.4	62.505
9.6	59.6775
9.8	57.7275
10.0	57.8625
10.2	58.2
10.4	60.4875
10.6	62.8875
10.8	66.4225
11.0	73.3325
11.2	81.17
11.4	88.5
11.6	98.715
11.8	104.4675
12.0	110.9325
12.2	114.23
12.4	118.975
12.6	121.1575
12.8	116.915
13.0	109.9125
13.2	105.855
13.4	103.4675
13.6	90.4575
13.8	86.8925
14.0	79.0025
14.2	75.1875
14.4	71.0925
14.6	63.79
14.8	61.9125
15.0	58.68
15.2	56.605
15.4	53.335
15.6	51.3575
15.8	48.5
16.0	46.7025
16.2	45.595
16.4	42.6475
16.6	41.8775
16.8	42.02
17.0	41.7275
17.2	41.635
17.4	40.2475
17.6	40.215
17.8	41.0225
18.0	42.9025
18.2	42.74
18.4	43.04
18.6	45.47
18.8	48.0725
19.0	50.2175
19.2	52.99
19.4	54.5275
19.6	59.2025
19.8	63.605
20.0	67.65
20.2	73.5675
20.4	77.1125
20.6	81.4075
20.8	89.8025
21.0	91.49
21.2	100.595
21.4	109.675
21.6	112.1325
21.8	113.12
22.0	122.1875
22.2	127.9275
22.4	132.0325
22.6	145.155
22.8	142.9075
23.0	152.8825
23.2	156.2825
23.4	157.1075
23.6	163.5775
23.8	165.31
24.0	172.01
24.2	167.29
24.4	176.1
24.6	162.0525
24.8	172.8225
25.0	174.5875
25.2	182.555
25.4	181.215
25.6	181.9775
25.8	189.605
26.0	184.1125
26.2	180.47
26.4	172.8875
26.6	182.26
26.8	160.8225
27.0	172.6075
27.2	171.925
27.4	163.0875
27.6	154.915
27.8	152.46
28.0	140.6175
28.2	139.43
28.4	133.4125
28.6	134.17
28.8	129.9625
29.0	129.5625
29.2	128.275
29.4	119.12
29.6	124.3075
29.8	118.6175
30.0	121.0475
30.2	117.8425
30.4	119.2525
30.6	120.495
30.8	119.495
31.0	125.1375
31.2	118.16
31.4	133.115
31.6	137.2225
31.8	136.2725
32.0	139.915
32.2	147.845
32.4	166.5125
32.6	154.5925
32.8	176.8625
33.0	175.32
33.2	167.9625
33.4	189.0625
33.6	180.8725
33.8	190.8375
34.0	177.735
34.2	197.85
34.4	194.415
34.6	191.4375
34.8	190.31
35.0	197.625
