E	I
4.0	281.1375
4.2	281.1375
4.4	281.1375
4.6	281.1375
4.8	281.1375
5.0	281.1375
5.2	281.1375
5.4	281.1375
5.6	281.1375
5.8	281.1375
6.0	281.1375
6.2	281.1375
6.4	281.1375
6.6	281.1375
6.8	281.1375
7.0	281.1375
7.2	281.1375
7.4	281.1375
7.6	281.1375
7.8	281.1375
8.0	281.1375
8.2	281.1375
8.4	281.1375
8.6	281.1375
8.8	281.1375
9.0	281.125
9.2	281.1
9.4	280.73
9.6	279.945
9.8	279.0125
10.0	277.375
10.2	273.94
10.4	271.205
10.6	266.125
10.8	261.5425
11.0	256.3025
11.2	251.0075
11.4	245.685
11.6	240.07
11.8	234.2025
12.0	229.3275
12.2	224.3675
12.4	219.015
12.6	213.5675
12.8	216.295
13.0	204.4025
13.2	199.825
13.4	195.5025
13.6	192.205
13.8	187.8675
14.0	184.25
14.2	179.7025
14.4	176.1475
14.6	172.67
14.8	168.605
15.0	166.1125
15.2	162.425
15.4	159.1875
15.6	156.215
15.8	152.61
16.0	149.2525
16.2	146.245
16.4	144.025
16.6	140.5275
16.8	139.025
17.0	135.7925
17.2	133.4125
17.4	131.0875
17.6	128.825
17.8	126.375
18.0	124.5275
18.2	120.14
18.4	117.22
18.6	115.8125
18.8	114.17
19.0	111.9625
19.2	109.6325
19.4	107.7625
19.6	106.215
19.8	103.775
20.0	102.6125
20.2	100.5975
20.4	99.1575
20.6	97.625
20.8	95.92
21.0	94.32
21.2	93.52
21.4	91.755
21.6	90.5525
21.8	89.3225
22.0	87.9125
22.2	86.3975
22.4	85.225
22.6	84.4675
22.8	83.05
23.0	81.74
23.2	80.4525
23.4	79.4225
23.6	78.6975
23.8	77.4925
24.0	76.0325
24.2	75.61
24.4	74.0925
24.6	73.445
24.8	72.0375
25.0	71.265
25.2	70.4625
25.4	69.5475
25.6	68.9475
25.8	67.5275
26.0	67.3375
26.2	66.5575
26.4	65.095
26.6	65.15
26.8	64.245
27.0	63.62
27.2	63.12
27.4	62.1325
27.6	61.3275
27.8	61.025
28.0	60.5575
28.2	59.5
28.4	59.3125
28.6	58.7825
28.8	58.1825
29.0	57.3975
29.2	56.7525
29.4	56.925
29.6	55.625
29.8	55.2625
30.0	54.7275
30.2	54.0875
30.4	53.6025
30.6	52.795
30.8	52.475
31.0	51.9775
31.2	51.0125
31.4	50.93
31.6	50.125
31.8	49.7225
32.0	48.585
32.2	48.26
32.4	47.7
32.6	47.0725
32.8	46.625
33.0	45.985
33.2	45.7
33.4	45.1225
33.6	44.34
33.8	44.2925
34.0	43.6925
34.2	43.1925
34.4	42.65
34.6	42.3425
34.8	41.635
35.0	41.4575
